60923,0
61039,0
60782,0
61234,0
61006,0
60924,0
61001,0
60785,0
61008,0
61037,0
61202,0
61030,0
61090,0
61063,0
61097,0
60979,0
60946,0
61055,0
60187,0
60173,0
60970,0
60174,0
60948,0
60180,0
60983,0
61031,0
60779,0
60913,0
61009,0
61036,0
60925,0
60770,0
61232,0
61000,0
60784,0
61038,0
61007,0
61053,0
60181,0
60175,0
60982,0
60976,0
61098,0
60172,0
61054,0
60971,0
60978,0
61096,0
61062,0
61250,0
60947,0
61091,0
60940,0
60203,0
61117,0
61110,0
60803,0
61126,0
60804,0
61181,0
61175,0
60850,0
61172,0
60868,0
60250,0
60895,0
60861,0
60859,0
61143,0
60866,0
60892,0
61120,0
60234,0
61118,0
60233,0
61127,0
60834,0
61111,0
61129,0
60202,0
60858,0
60893,0
60867,0
60251,0
60860,0
61187,0
61173,0
60856,0
61174,0
61169,0
60873,0
61156,0
60242,0
60874,0
60880,0
59905,0
60842,0
61158,0
61193,0
61167,0
60889,0
60845,0
61160,0
61134,0
60220,0
60829,0
60227,0
60218,0
60816,0
60211,0
61105,0
60820,0
61308,0
61102,0
60216,0
60818,0
60827,0
60229,0
60844,0
61161,0
61159,0
60843,0
60888,0
61166,0
61192,0
60881,0
60875,0
61150,0
59904,0
60244,0
60872,0
60886,0
61168,0
60243,0
61157,0
60819,0
60217,0
61103,0
60826,0
61104,0
60210,0
60821,0
61132,0
60226,0
60817,0
60221,0
60810,0
60962,0
60195,0
60159,0
60991,0
60166,0
61040,0
60192,0
60953,0
61049,0
61082,0
61244,0
60998,0
61076,0
60168,0
61071,0
60157,0
61085,0
61217,0
59871,0
60103,0
61228,0
60900,0
60938,0
61022,0
61210,0
59849,0
60799,0
61014,0
60790,0
61219,0
60797,0
61221,0
60909,0
60936,0
60955,0
60156,0
61070,0
61077,0
60999,0
60151,0
61083,0
60964,0
60193,0
61079,0
60997,0
60160,0
61422,0
61046,0
60194,0
60908,0
59846,0
61012,0
60937,0
61227,0
61015,0
60791,0
61218,0
60930,0
61211,0
60939,0
59848,0
60906,0
59870,0
61024,0
61216,0
61060,0
60179,0
60945,0
61093,0
60989,0
60942,0
61058,0
61051,0
60974,0
60980,0
61056,0
61264,0
60170,0
61069,0
60987,0
60973,0
60927,0
61002,0
60786,0
60772,0
60918,0
61208,0
60775,0
60781,0
61237,0
60916,0
60788,0
60929,0
61033,0
61201,0
61239,0
61034,0
60171,0
60972,0
61050,0
59497,0
60988,0
61066,0
60943,0
61061,0
60944,0
60178,0
60910,0
61238,0
61035,0
61207,0
60789,0
60917,0
61200,0
61032,0
60928,0
61209,0
60921,0
60780,0
59850,0
60774,0
60926,0
60919,0
61003,0
61231,0
61171,0
60854,0
61182,0
60898,0
61176,0
61149,0
61140,0
60865,0
60891,0
59913,0
60253,0
61178,0
60836,0
60238,0
61113,0
60207,0
60809,0
60200,0
61114,0
60209,0
60838,0
60800,0
61125,0
60231,0
60252,0
61146,0
60897,0
61141,0
60890,0
60864,0
60899,0
61148,0
60852,0
61170,0
60855,0
60230,0
61124,0
60806,0
61123,0
60839,0
60830,0
60201,0
60239,0
60837,0
60808,0
60206,0
61112,0
61130,0
60815,0
61137,0
60223,0
61108,0
60812,0
61101,0
60215,0
60824,0
61106,0
60823,0
61139,0
61199,0
60883,0
59906,0
60848,0
60884,0
61155,0
60241,0
60846,0
60248,0
59908,0
61163,0
61197,0
60879,0
60841,0
61107,0
60213,0
60822,0
60214,0
61100,0
60825,0
60222,0
61136,0
60813,0
60225,0
60814,0
60840,0
61165,0
60249,0
59909,0
61196,0
61162,0
60885,0
60240,0
61154,0
60882,0
61198,0
61153,0
59907,0
60247,0
60849,0
61213,0
61021,0
61026,0
59872,0
61019,0
60794,0
60935,0
61017,0
60793,0
60932,0
61028,0
60966,0
60992,0
60959,0
60165,0
60191,0
61043,0
60995,0
61249,0
60961,0
60196,0
61044,0
60162,0
60957,0
61240,0
61072,0
60968,0
61086,0
60950,0
60198,0
61081,0
60153,0
61247,0
61016,0
60792,0
61029,0
60933,0
60795,0
61011,0
60934,0
59873,0
61215,0
60902,0
61018,0
61020,0
61212,0
59874,0
60905,0
60951,0
61074,0
61080,0
60956,0
61087,0
60155,0
60969,0
61241,0
60960,0
60163,0
60197,0
60993,0
61089,0
60967,0
60190,0
60164,0
60958,0
59051,1
58974,1
